Call_Date,Complaint,ID,Product,Resolution_Description,Resolved_Ontime,Provider,Minutes_On_Phone,Severity,Failure_Type,Customer_Type
7/7/2014,Customer complained that the call was not handled properly in that the outbound caller was talking to the CA and not addressing the customer.  I apologized for the inconvenience.,446,Account Relationship Packages,CA attempted to redirect the caller to the customer to no avail.  I explained to the caller that the CA must stay transparent.  No further action possible (no contact info provided) correct procedure followed.,Yes,Conversys,18,High,Credit Services,Government
7/7/2014,"Customer called to say ""I am  Karen J. Krohn I got a Ca nbr 1817 male  did something wrong to me  CA made call for me to my mom but CA did something wrong to my mom to make my mom angry  mom asked me to get supervisor again again again but I even know whats going on  She told relay you are pulling Karens leg and yelled at Ca what my mom said all I even know whats going on and happened I did called mom by different agent mom said if you call me one more time she will call police mom is sound so bitch but I am trying to help my mom by give customer service phone nbr she can call she wont do and just hung up not to give me chance to tell her if one of Supervisor can call my mom but I can not get her by relay she will hung up on me she was wrong by threaten she call police is not that I was giving her CS for complaing or have Bill STricklen call my mom she can talk to him my Mom phone nbr is 708 246 8455.  he can call her on answer machine  but i have CA nbr 1817 male was made call for me to my mom just happened on March 8 around late noon my mom was very upset.""",447,Certificate of Deposit,"Followed up w/this CA, Ca recalled this call and stated that during the Relay call, a voice person asked the operator(CA) to hold cuz she/he has another call.  CA typed the conversation verbatim to the TTY user and CA redirect the voice person to speak directly to the caller and asked if ""is that a Go Ahead.""  the voice perosn insist that she/he was speaking to the operator directly.  CA maintained transparent and continued to type verbatim.  The voice person became extremely upset and asked for a supervisor to which was also relayed.  Voice also asked her CA ID # which this CA provided.  Throughout the remaining of the call the voice person insisted for a supervisor.  However the TTY user never authorized CA to get the supervisor.  Ca did put up supervisor assistance however he was occupied @ the time.  CA followed CA protocol since the TTY user never approved such request.  Phone # was given for her mother. !st attemptwas no answer 2nd and 3rd attempt still no answer. Closed.",No,Conversys,26,Low,Banking Services,Direct
7/7/2014,Customer gave instructions not ot hang up and would like to leavea msg on ans mach. The agetn typed the message and then hung up. Thanked customer for info and that the agent wld be coached also explained that customer could provide the msg right away there miht not be confusion.,449,Overdraft Protection services,Spoke with Ca who remembered the call and was not sure about the instructions given to her by the customer so she processed it the way it should be normally done. I coached the agent to always ask the customer if she wasn;t sure about something.,Yes,Conversys,12,Medium,Credit Services,Government
7/7/2014,"Caller said he identified himself as a VCO user and agent cld not get him through on VCO so he asked for a supervisor and Jeanelle came on and told him it was a transmitter problem.  But when he began to type the call was disconnected.  I apologized, he accepted my apology but still wanted to file complaint.  Would like follow up letter explaining what transmitter was.",450,Credit Services,Follow up letter send to customer,Yes,Conversys,51,High,Credit Services,Institutional
7/7/2014,VCO trying to dial a nbr and got fast busy.  She is upset she always gets busy signal and upset that the CA's can't understand her when she gives a phone nbr.  CA's always get 4 & 5 wrong - mixed up.,448,Account Relationship Packages,I tried to get caller to repeat the phone nbr & then confirm the nbr before we dialed.  Neither the CA or I could understand the VCO user was talking very loud & very fast.  Caller ended up disconnecting.,No,Metricom,54,Medium,Credit Services,OEM
7/7/2014,Customer gave instructions not ot hang up and would like to leavea msg on ans mach. The agetn typed the message and then hung up. Thanked customer for info and that the agent wld be coached also explained that customer could provide the msg right away there miht not be confusion.,449,Checking Accounts,Spoke with Ca who remembered the call and was not sure about the instructions given to her by the customer so she processed it the way it should be normally done. I coached the agent to always ask the customer if she wasn;t sure about something.,Yes,Conversys,56,Medium,Credit Services,Institutional
7/7/2014,"Caller said he identified himself as a VCO user and agent cld not get him through on VCO so he asked for a supervisor and Jeanelle came on and told him it was a transmitter problem.  But when he began to type the call was disconnected.  I apologized, he accepted my apology but still wanted to file complaint.  Would like follow up letter explaining what transmitter was.",450,Certificate of Deposit,Follow up letter send to customer,Yes,Conversys,27,Low,Banking Services,Direct
8/15/2014,Vco user frustrated with scripted announcement.  Too many voice people don't understand & hang up wants the announcement changed.  VCO told this CA to dial & tell person the call is from a deaf person & that worked great.,451,Overdraft Protection services,No further action possible.,Yes,Performacall,10,Low,Credit Services,OEM
7/22/2014,"Greg was upset because he asked the CA to repeat what she was saying because she was talking too fast and she refused to do so.  He also asked her if the TTY user could call relay and call him and she didn't answer, said the call took much longer than necessary because the CA was upcooperative, said CA did not explain/define her role very well",452,Checking Accounts,"Sup Dawn met with CA 1888.  She rememebers that this caler was the inbound voice and she did explain Relkay using the appropriate scripts before they dialed out.  When call progressed he asked her to repeat some info Ca had already spoken the GA so cld not repeat info - used proper phrases to tell caller the info was not available.  Sometimes the GA had not yet been given so she cld & did repeat properly.  Customer  was very agitated & was directing questions & comments to CA calling her ""moron, idiot, etc.  CA cld not & did not answer his questions but properly typed them to the caller & tried to redirect him.  CA followed policy & demostrated proper knowledge processes.  ACU that took the complaint explained to customer that once the call was connected the operator cld not address his questions.  Customer now understands relay better but was still quite frustrated with the time & effort a relay call involves.",Yes,Performacall,18,Medium,Banking Services,Direct
7/22/2014,TTY upset that they had to type nbr over and over because the CA kept asking for nbr calling to.,453,Certificate of Deposit,"CA does remember one call that took ""a long time"" to finally connect but doesn’t remember if there was garbling or not.  No trouble with ASCII search just a long time to wait to get the nbr to call out to. Ca coached on tips for trying to catch TTY that tpes after ASCII search.",Yes,Performacall,19,High,Credit Services,Direct
8/25/2014,I called my mother her nameis debbie but the agetn typed Bettie so I kept asking who is this and the agent kept typing Bettie. Told her complaint would be forwarded to agents supe.,454,Credit Services,Agetn called me over at the time of the call and explained what happened. She misunderstood the voice caller. Simple mistake instructed her to listen carefuly.,Yes,Metricom,46,Low,Credit Services,Institutional
8/26/2014,"Csuotmer ""I placed a call and got some screwball that would not follow my directions not to type the recording or messages andwould not give me their agent# so I hung up. I called back again to Relay and this time got agetn # 4102 and asked to speak to a supe about last call placed. A supe came on the line and said they were a supe. I asked for their name and nbr and they siad they had no name or # but thet were a supe. I asked for assitance then the supe told me that they did not have time to assit mem becsue other people needed her or his help. I said that I knew the supe had a # and name becasause Bill Stricklen had told me this before. I wanted this sent to him so he si aware of situation. I aplogized that the supe was not more helpful and told the cusotmer Iwould forward to call center where supe located. and copy Bill Stricklen",455,Checking Accounts,"I was the floor supv when the incident occurred. Agetn summoned me to assit a VCO customer who requested a supv at start of call. I observed that customer had extinsive customer notesabout how she wanted her calls handled. Iidentified my self. The customer was very angry shoutning profanities, and said something about agents not following her customer notes and that she wanted me to make sure they did. I apolgized for the problem and told her I would be happy to file a complaint for her. SHe said she did not want to file a complaint and continued to yell porfanities. It seemed she may be asking me to montior her entire call to be sure thr agent did not make mistakes. I asked her to clarify if that was what she was requsting. She said yes and yelled more profanities at me. I explained to her that I would be happy to file a complaint and to help with the call as needed, but unfortunately I needed to remain available to the call floor to assist csutokers and I would not be able to monitor her full relay call. She continued to yelland demanded I give her my number. I gave her my name and explained that I was a supv and did not have a nbr. She insisited that I give her my nbr that she wanted to complain. I gave her my name and said that my name would be suffucient to identify me. I again told her I would be happy to help her but told her I felt she was being verbally abusive and would appreciate her not using the language she was using with me. She shouted more profanties and then hung up Agetn 4102 witnessed this exchange.",Yes,Metricom,40,High,Credit Services,Direct
8/26/2014,Ca did not follw notes and typed out recording  - said this happens a lot and would like notes clearer so agents don't forget to follow notes customer said this happens frequesntly w/ Sprint Ca's and is ready to switch to AT&T R Svc. Apologized to customer and told her we can check to see if ntes can be reorganized so they are quicker and easier to read. Forwarded TT to our tech to see if we can do that w notes. Customer said they have worked w/ Sherry Patty And Bill Strickeln on several previous occasions  Told we would get back with her on resolution.,457,Certificate of Deposit,Sprint Tech spoke with her and customer understood that in hospital it would be impossible to pull up orpfile. She was satisfied wth the call.,No,Metricom,58,Low,Credit Services,OEM
8/26/2014,"Customer Comments: ""Something is wrong with slow typing. The agent said my nbr is branded for a blind deaf person--I am not blind. What happened to change this to slow typing. I did not know anything about branding. I want the typing to speed up to normal, people get mad because typing takes so long when I call them. This first started on Weds."" Cust Svc response: I apologized to the customer for the incenvenience of slow typing and rebranded the nbr for tty as it should be. Informed the customer it does take up to 3 business days for the branding to lock in place soo I also added a note in the CDB for the agents to incresae there typing speed to 60 wpm. I told the csutomer I wld enter a trouble ticket so the technician cld find what was causing this problem. Entered TT# 56314 at 8 am 3/22/02.",456,Account Relationship Packages,A tech confirmed Tt was closed.Not duplicated problem. Attempted to contact customer several times. No answer.,Yes,Performacall,17,Medium,Banking Services,Direct
7/23/2014,Caller said agent did nor keep caller informed as to why the ong wait. When caller aasked for a supervisor to explain what was going on they said the agent hung up on her. I apologized to the customer for the problem with the agent and let her know that a complaint wld be sent for the supervidsor to review the issue wit the agent.,459,Credit Services,CA discussion (CA not schedled until 4/3) CA does not remember any call like this. Said she knows the importance of keeping the customer informed and wld never disconnect a customer.,No,Metricom,56,Medium,Credit Services,Institutional
7/23/2014,CA was rude for not responding how Vco sounded when leaving a msg on ans machine after the call disconnected.,458,Account Relationship Packages,CA 4560M did the right porcedure.,No,Performacall,10,High,Banking Services,Direct
7/28/2014,Voice person called to comaplined that CA is very rude. Said it was her first relay call she said what she had to say to the person and the Ca asked is that a GA and she asked what is that and she said CA responded saying it is very simple go ahead is GA. She feels CA was very very very rude. I apologze and said I would bring this to the CA's supervisors attention. Voice person seemed ok with this.,461,Checking Accounts,After talking to CA I believe it was a misunderstanding. The CA was not trying to be condesending but may have sounded like it. I suggested a more neutral phrase when explaining the GA. Ca will be more aware of this in the future.,Yes,Conversys,54,Low,Banking Services,Direct
7/28/2014,Caller upset that only TTY # goes through to caller ID and wants relay's # to go through to make calls aesier fro voice people to call back to TTY's (CA 1367F) TTY wants Relay technicians to fix program to send Relay # through as well as TTY #.,462,Overdraft Protection services,Apologze for any inconveneince offered customer service - caller said no. Took down suggestion thaked caller.,Yes,Conversys,38,Medium,Banking Services,Government
7/28/2014,"Reports agent didn't listen carefully to recording and agetn typed ""you have reached the law officces of Jeffrey Otis, "" I told Relay stop it is Debbie Otis I have correct name yed relay ddin;'t listen carefully. (offred to call # to listen to recording. customer did not want me to bother them explained I would only be listening to recording customer refused  suggested recording may not have been clear apologized for any inconvenience . Expects call back from mgr regarding this issue Does not have agetns nbr.",460,Account Relationship Packages,3/25 no answer 10:00am; 3/26/02 No ans 1:30pm; 3/27/02 no ans 3:36pm ; Attempted to contact closed.,No,Metricom,12,Medium,Credit Services,Government
7/28/2014,"Caller upset that CA was not typing clearly, would not finish wrds or was sloppy. At end of call TT repeatedly asked for a supervisor but got MSG GARBLED  from CA. TTY finally hung up and dialed back into Relay for a supervisor.",463,Account Relationship Packages,Talked with CA but did not recall this particular call nor did the CA recall heavy garbling.,Yes,Performacall,44,Medium,Banking Services,Direct
7/28/2014,Voice person called to comaplined that CA is very rude. Said it was her first relay call she said what she had to say to the person and the Ca asked is that a GA and she asked what is that and she said CA responded saying it is very simple go ahead is GA. She feels CA was very very very rude. I apologze and said I would bring this to the CA's supervisors attention. Voice person seemed ok with this.,461,Certificate of Deposit,After talking to CA I believe it was a misunderstanding. The CA was not trying to be condesending but may have sounded like it. I suggested a more neutral phrase when explaining the GA. Ca will be more aware of this in the future.,Yes,Conversys,25,Medium,Credit Services,Government
7/28/2014,Caller upset that only TTY # goes through to caller ID and wants relay's # to go through to make calls aesier fro voice people to call back to TTY's (CA 1367F) TTY wants Relay technicians to fix program to send Relay # through as well as TTY #.,462,Overdraft Protection services,Apologze for any inconveneince offered customer service - caller said no. Took down suggestion thaked caller.,Yes,Conversys,36,Low,Banking Services,Reseller
7/5/2014,VCO customer was extremely upset and very angry CA typed entire ans. Mach msg. When customer notes said not to.  VCO tried to leave msg but ans. Machine had already disconnected when vco talked to their party later she found that no msg was received.  CA didn't inform vco that msg was not received/recorded.,464,Account Relationship Packages,CA #1502 said she took over the call at the end when waiting for response from VCO.  She was not the CA who typed the ans machine msg. Could not follow up with other CA as no lobger had a CA# and VCO had hung up.,No,Conversys,39,Medium,Credit Services,Government
7/5/2014,"Customer complained about Agent 4661M and the attending Team Leader, Ross Bottorf.  The customer thought both the CA and TL processed her call improperly by turning off the vco when the agent typed.",465,Checking Accounts,I explained to the customer that our software automatically turns the VCO off when the agent starts typing & that he has to turn it back on when it is her turn to speak.  The customer said that was perposterous & hung up angrily.  Agent followed correct procedure.,Yes,Conversys,55,Low,Credit Services,Direct
7/5/2014,"Bernadette was upset because the CA gave her ""ans mach hung up"" macro without telling her she reached an ans mach.  Her IB notes state if ans mach just type ""beep""  She did not receive that before receiving ""ans mach hung up"".",466,Account Relationship Packages,Followed up w/CA.  CA states this never happened.  Does not recall receiving such request.  Is aware proper protocol for this.,Yes,Conversys,49,Low,Credit Services,Institutional
7/5/2014,"Customer complained that when asked about the voice tone of a voice user (after call was completed) the CA answered with ""The Ca does not have that info).  Customer says knowing how the voice user sounded is crucial in their communication.  Customer also noted that when they asked for a supervisor, the line was disconnected, but don't know if intentional or mistake pls contact.",467,Credit Services,Discussed call with CA 1786.  She remembered the call as the customer was insistent on finding out the voice tone of the voice user; after the call was completed.  CA followed correct procedure for after call questions responding (CA does not have that information)  CA said she did not disconnect the caller.  Coached CA on using (sounds like) during call.  4/6/02 - Called customer left msg  with his wife and she will have him call me back after I attempted a third time. I will be available when he is returning my call. Bill Stricklen,No,Metricom,34,Medium,Banking Services,Direct
7/5/2014,customer received a call thru relay which showed as out of area on her caller ID.  She is sure it shld normally appear as it is a local call.,468,Credit Services,TT results  - Caller ID can fail for numerous reasons Receiving an out of area message. May have been a problem with LEC not passing caller ID information.         Talked with the customer on her phone and she seemed satisfied with th service.,Yes,Metricom,58,Medium,Banking Services,Government
7/5/2014,"Customer complained about CA 6316M for misdialing and customer said ""I'm tired of paying for your mistakes you people make more money in once week than I do in a month,  I am on a fixed income"" as for CA 5181F customer upset that Ca gave GA instead of ""yes"" GA.",469,Checking Accounts,"Agent # 4518 -  Discussed matter w/CA.  VCO user gave instructions and CA typed GA instead of answering w a ""yes"" suggested that CA answer TTY user's questions accordingly in double parenthesis before sending a GA.  CA coached.                        Agent # 6316 -  Coached agent to make sure the number dialing out is the correct number.",No,Metricom,45,Medium,Credit Services,Reseller
7/5/2014,VCO customer was extremely upset and very angry CA typed entire ans. Mach msg. When customer notes said not to.  VCO tried to leave msg but ans. Machine had already disconnected when vco talked to their party later she found that no msg was received.  CA didn't inform vco that msg was not received/recorded.,464,Credit Services,CA #1502 said she took over the call at the end when waiting for response from VCO.  She was not the CA who typed the ans machine msg. Could not follow up with other CA as no lobger had a CA# and VCO had hung up.,No,Conversys,36,Medium,Credit Services,Institutional
7/5/2014,"Customer complained about Agent 4661M and the attending Team Leader, Ross Bottorf.  The customer thought both the CA and TL processed her call improperly by turning off the vco when the agent typed.",465,Checking Accounts,I explained to the customer that our software automatically turns the VCO off when the agent starts typing & that he has to turn it back on when it is her turn to speak.  The customer said that was perposterous & hung up angrily.  Agent followed correct procedure.,Yes,Conversys,16,Medium,Banking Services,Direct
7/5/2014,"Bernadette was upset because the CA gave her ""ans mach hung up"" macro without telling her she reached an ans mach.  Her IB notes state if ans mach just type ""beep""  She did not receive that before receiving ""ans mach hung up"".",466,Overdraft Protection services,Followed up w/CA.  CA states this never happened.  Does not recall receiving such request.  Is aware proper protocol for this.,Yes,Conversys,40,Medium,Credit Services,Government
7/6/2014,Customer states that there was a problem with this agetn making her call and she asked that they get the supervisor on line and the agent was rude and refused to do so.,472,Overdraft Protection services,"Contacted customer, customer satisfied.  CA coached.",No,Conversys,51,High,Banking Services,Direct
7/6/2014,"VCO reports she does not receive initial greeting from Relay opr on incoming calls.  VCO answers correctly as VCO GA and customer Database answer type is VCO  VCO reports having this problem since Sprint started providing service in IL.  (suggested to place test calls thru diff Relay opr to check on problem  place 4 test calls with following results:  Sprint National Relay agt 3121 MO center Bernadette did not receive macro from opr at beginning of call IL Relay agt 6182 SD center did receive macro,  Sprint Nat'l Relay Agt 3183 MO Center did receive, IL Relay agt 6202 SD center did receive. (unable to obtain type of VCO equip customer very upset)  Customer wants his problem fixed now.  she is sick and tired of problems in receiving calls and waits and waits and doesn't receive typing for too long when she asks for agt ID she does not get if from agt they do not cooperate. Customer upset that Bill Sticklen does not return her calls does not assist her in resolving the problems Customer expects call back from Relay tech and or management regarding this issue (advised all info wld be included and Trouble Ticket wld be entered to Relay Tech)",474,Overdraft Protection services,4/30 - attempted to contact busy 5/1 - attempted to contact no ans 5/2 - attempted to contact no ans 5/3 - attempted to cpntact busy,Yes,Metricom,28,Medium,Credit Services,Direct
7/6/2014,"""I am Karen Krohn I got Relay nbr CA 6306F made call for me and told me ""you have reached (missed name)"" I hung up on Relay no excuse for Relay miss name.  I had other Relay didn't missed name.  I think that Relay didn't pay attention or listen careful and catch name.""",473,Account Relationship Packages,Not agent error.  Agent followed proper procedure when not understanding name on answering machine.,Yes,Performacall,33,High,Credit Services,Reseller
7/6/2014,"""I just placed a call thru Relay IL and got agt #1664M.  I asked to speak to a supervisor and he typed back ""the supervisor is plugged in and monitoring this call"".  I said I did not believe him cuz the sups always identify themselves by their name or ID nbr and told him to get the supervisor three times and the supervisor never came on the line. so I hung up.""",470,Certificate of Deposit,No follow up needed CA followed correct porcedure and was monitored by ACU who was plugged at VCO's request. I watched the ACU from the bridge and verified the ACU was at the station.,Yes,Performacall,24,High,Credit Services,Government
7/6/2014,"On Saturday, March 30, 2002 at around 9:05 am I called CA1925F to request to make the call.  As I said Hello this is Marijo Hoecker from USDOJ, I am using 312 385 1820.  I wld like to place a call to Louise at 630 766 8599.  The CA 1925F had shown exaggerate to asked me if I wld like to billed to that nbr.  I spoke out to ask that CA why did the person asked me about it.  The CA stated that she want to make sure.  I told her that I am from USDOJ, then I was waiting for her response for about 2 mintues then finally the CA dialed that nbr.  I was told that she misinterpreted the relay, even though I told the CA the exact what I need to ask Louise,  Then the following day, I was told that Louise told my friend that I did not ask Louise about something, even though I already asked her for something.  I was very disappointed with the CA 1925F that she misinterpreted our conversation.  I do hope that you would comprehend what I meant by that Thanks for understanding what is going on.",471,Checking Accounts,Discussed call with CA 1925.  The CA said the call came in with a different # (calling from#) than the customer was giving her so the Ca questioned if she wanted the call billed to a 3rd nbr.  The CA requested Sup Assistance to help with this call as she was uncertain how to proceed.  this caused a delay in advancing the call.  The CA said she voiced the call verbatim as typed because of heavy ASL that she was unable to translate.  I reveiwed 3rd party Billing calls with the CA & suggested a more specific response to the customers question as well as frequent progress reports when leaving the customer on hold while checking with a supervisor.,No,Performacall,51,Low,Credit Services,Reseller
7/6/2014,Customer states that there was a problem with this agetn making her call and she asked that they get the supervisor on line and the agent was rude and refused to do so.,472,Overdraft Protection services,"Contacted customer, customer satisfied.  CA coached.",No,Conversys,32,Low,Credit Services,Direct
7/7/2014,Customer complained that agent 4839F & all other relay agents type backgound noises when her customer notes clearly say do not type recordings or background.  Agents do not follow her database instructions.,475,Checking Accounts,"I apologized to customer & reveiwed the call screen.  CA 4839 had not typed any background noises or recorded messages.  I explained this to customer and asked her to clarify her complaint.  She repeated that all agents, including this one, typed background noises.  Customer became angry and hung up before I cld ask if she wants follow up contact.  Agent followed correct procedure.",Yes,Metricom,50,Medium,Credit Services,Institutional
7/8/2014,TTY reports giving agt number to dial agent asked her to repeat the nbr and then hung up she called back and got a different agt who placed the call but didn't type everything on the recording.  Ms. Krohn is not satisfied with service she did not have agent ID nbrs.,476,Certificate of Deposit,"Attempted to contact but no answer, more than 4 attempts. Closed.",Yes,Conversys,31,Medium,Banking Services,Direct
7/6/2014,"customer reports that the typing was too fast and she asked the agent to slow down, but agt didn't do it.  When I attempted to slow down the typing speed the computer did not respond.  I asked the customer what model equipment she was using.  She said Superprint by Ultratec.  I advised the customer that that particular model has a feature called turbocode which causes high speed typing rates.  I advised her to call Utratec for assistance with turning this feature off so that she can have the standard typing speed or so that the agents can honor her request to slow typing more when requested.  I explained that when turbocode is on, the agents cannot slow typing speeds.  The customer advised she will call ultratec.",481,Credit Services,Not agent error.,Yes,Conversys,23,Low,Credit Services,OEM
7/8/2014,"Customer stated he specifially let the agt know ahead of time not to announce the relay but to announce the call in a certain manner.  Instead of following the instructions that the customer very clearly gave to the agt, the agt told the customer, ""U will have to open this call urself""  Customer stated that other agts have honored this kind of request without any problem but this agt wld not.  At the end of the call when he asked the agt why he wld not follow his instructions he said that the agt totally disregarded his question and sent me the macro says, ""number calling pls?""  Customer states that this has happened at other times with relay agts also.",482,Certificate of Deposit,CA coached on proper procedure.  Unable to contact customer.,No,Conversys,22,Medium,Credit Services,Reseller
7/8/2014,"CA interrupted my typing -- wouldn’t let me type the nbr, didn't wait… then hung up on me.",477,Account Relationship Packages,"Talked to ca remembed call.  TTY user called into her station & typed ""Relay you interrupted my typing""  Don't do that again . . . CA was coached about proper procedures; will be remoted on surveys 2-3 times a month by Team Leader.",No,Metricom,42,Low,Banking Services,Direct
7/8/2014,"Customer was very upset because a wrong nbr was dialed & she is charged for every call.  Customer gave the nbr that she requested to be dialed & that it was answered pharmacy & not family practice.  I repeated the # back to her & confirmed that the computer showed that this was the nbr that was dialed.  I offered to have the CA redial the nbr & I wld stay & listen to call to see what happened.  Whe nAlve was used - there was a loud hum/screeching noise & I was unable to hear her response.  I explained this to her & she became very upset & began to swear.  She demanded that I transfer her to ""the center"" & customer sevice wld take care of me.  I began to type to her that I wld transfer her & the customer disconnected.  Not agent error.",478,Certificate of Deposit,Not an agent error.,No,Metricom,53,Medium,Credit Services,OEM
7/6/2014,Agent did not follow customer instructions in database about NOT typing background sounds.  Supervisor advised customer he wld follow up with agent & apologized for poor service.,479,Certificate of Deposit,Supervisor reveiwed situation with agent.  Agent was at fault.  Supervisor reviewed sitation with agent.,No,Metricom,46,Low,Banking Services,Reseller
7/8/2014,"Customer was unhappy because Ca did not repeat what was said after the outbound hung up.  They said ""CA 1719 did not repeat what was said after they hung up.""",480,Checking Accounts,The ACU explained to the customer that once the call is completed the Ca i8s not able to answer any questions & is no longer available.  The CA followed correct procedure.,No,Metricom,21,High,Banking Services,Direct
7/6/2014,TTY reports giving agt number to dial agent asked her to repeat the nbr and then hung up she called back and got a different agt who placed the call but didn't type everything on the recording.  Ms. Krohn is not satisfied with service she did not have agent ID nbrs.,476,Account Relationship Packages,"Attempted to contact but no answer, more than 4 attempts. Closed.",Yes,Conversys,59,High,Credit Services,Institutional
7/6/2014,"customer reports that the typing was too fast and she asked the agent to slow down, but agt didn't do it.  When I attempted to slow down the typing speed the computer did not respond.  I asked the customer what model equipment she was using.  She said Superprint by Ultratec.  I advised the customer that that particular model has a feature called turbocode which causes high speed typing rates.  I advised her to call Utratec for assistance with turning this feature off so that she can have the standard typing speed or so that the agents can honor her request to slow typing more when requested.  I explained that when turbocode is on, the agents cannot slow typing speeds.  The customer advised she will call ultratec.",481,Overdraft Protection services,Not agent error.,Yes,Conversys,34,Low,Banking Services,Direct
7/6/2014,"Customer stated he specifially let the agt know ahead of time not to announce the relay but to announce the call in a certain manner.  Instead of following the instructions that the customer very clearly gave to the agt, the agt told the customer, ""U will have to open this call urself""  Customer stated that other agts have honored this kind of request without any problem but this agt wld not.  At the end of the call when he asked the agt why he wld not follow his instructions he said that the agt totally disregarded his question and sent me the macro says, ""number calling pls?""  Customer states that this has happened at other times with relay agts also.",482,Checking Accounts,CA coached on proper procedure.  Unable to contact customer.,No,Conversys,22,Medium,Banking Services,Institutional
7/6/2014,VCO caller was upset becuz she felt the CA had misdialed.  VCO caller said the # they were trying to dial and th CA had in fact dialed that #.  VCO user insisted the CA had not called the right # becuz she was calling an insurance company and reached an ans. mach. for an DR.  VCO caller was verbally abusive to CA.,483,Account Relationship Packages,CA followed correct procedure.,Yes,Conversys,59,Low,Banking Services,Direct
7/6/2014,"Voice customer said she just placed a call to a VCO.  When the party answered (VCO) the male agent said ""Give me the # Retard"" & then disconnected the call.",485,Certificate of Deposit,No CA ID nbr to follow up with.,No,Metricom,19,Medium,Banking Services,Reseller
7/7/2014,"VCO customer was upset that Ca dialed 28xx instead of 82xx.  Was angry that CA's like her get paid more in one week than seniors like me get paid in a lifetime.  I am tired of paying for other peoples mistakes.""",484,Credit Services,CA was sure dialed correctly.  Coached Ca on verifying to nbr before dial out if necessary.,No,Performacall,60,Medium,Credit Services,Direct
7/7/2014,VCO caller was upset becuz she felt the CA had misdialed.  VCO caller said the # they were trying to dial and th CA had in fact dialed that #.  VCO user insisted the CA had not called the right # becuz she was calling an insurance company and reached an ans. mach. for an DR.  VCO caller was verbally abusive to CA.,483,Account Relationship Packages,CA followed correct procedure.,Yes,Conversys,10,Medium,Banking Services,Direct
7/8/2014,Agent hung up on me.,486,Certificate of Deposit,Agent said she had call - went thru ASCII search but TTY line was not detected.  Agent followed procedure of ASCII search and call was released after proper time.,No,Conversys,42,Low,Banking Services,Government
7/8/2014,"Customer was frustrated because it took half an hour to try & process her long distance call.  She was trying to bill the call to her home # using her COC: ""21st century.""  First dial, there was no answer. Second dial relay opr asked her if she wanted to bill the call another way.  She asked for clarification, but relay opr kept saying her msg was garbled.  She did not believe that she thought agt was trying to avoid the call.",487,Overdraft Protection services,"Followed up with this CA.  CA states that she is very familiar with the ""Bong Tone"" call process.  Ca recalled that there was a lot of garbling that occurred right after the space bar was pressed when the bong tone was heard after first attempt however on the 2nd attempt garbling occurred right before the call is placed.  Asked the CA to report to the supervisor if any difficulty is expirenced for a follow up.",Yes,Metricom,54,High,Credit Services,Reseller
7/7/2014,Agent hung up on me.,486,Account Relationship Packages,Agent said she had call - went thru ASCII search but TTY line was not detected.  Agent followed procedure of ASCII search and call was released after proper time.,No,Conversys,55,Medium,Banking Services,Direct
7/8/2014,Customer complained that agent typed much too slow & called they TTY customer a drug user.,488,Certificate of Deposit,"I was present at the agent's computer.  The call dropped in branded as BRDU and the computer automatically transmitted at 20 WPM.  The agent tried to explain to the customer their number was ""BRDU""  I too tried to explain the automated typing speed but the customer hung up before I cld explain or unbrand their phone BRDU.",No,Performacall,28,Low,Credit Services,Direct
7/7/2014,Customer received a call and asked the agt to slow th typing speed but he didn't.,489,Overdraft Protection services,"Miachel remembers this call.  Computer locked on 60 WPM wld not allow him to reduce speed (control) not working.  He attempted to reduce typing speed to an acceptable rate for the customer manually,  which turned out unsuccesful.  He apologized but expressed that he tried to statisfy the customer.",No,Performacall,48,Low,Banking Services,Direct
7/6/2014,VCO customer was upset that CA did not process call as regional 800 per customer request. I informed customer CA would be coached on Reg. 800 procedure. Customer was satisfied with answer and asked for agent change to continue call. Agetn cange was facilitated.,490,Account Relationship Packages,Regional 800 procedure explained to the CA.,Yes,Metricom,35,Medium,Banking Services,Direct
7/6/2014,Customer called in & wanted to dial # Ca dialed nbr & line was answered by ans mach.  In notes it says to not type ans mach.   CA typed 1/3 way thru & asked customer if they wanted to redial to lave msg.  Customer was angry & wants people to look & read notes.,491,Credit Services,Coached on reading all customer notes as quickly as possible before dialing out.,Yes,Metricom,48,Medium,Credit Services,Direct
7/5/2014,"TTY reports: I have 2 CA nbr are sstupid. One is 5183 female  I gave them nbr to call but they ask me again I got so mad I am fed up call them mess up hung up it's not you it's relay agent machine it's not my tty no  I called third CA did dial nbr not ask twice no only one time is good but two of them asked me again I think both are not pay attention."" (Apologized fro the porblem encountered advised wld forward complaintto supv.) ""not supv no only Bill S. (Il Acct mgr.) (inguired if could have been background noise near TTY that could cause garbled message and agetn would need to ask for nuber again) ""i think it's agetn machine it's not my TTY my TTY is fine normal sen"" (tried to discuss possibilities for problem. ) ""No wroong my TTY is fine pls make report to Bill for me.""",492,Account Relationship Packages,4/22 - attempted to contact - no ans; 5/2 - attempted to contact no ans: 5/3 - attempted to contact no ans.,Yes,Metricom,23,High,Banking Services,Direct
